"participant","date","expName","response.keys","response.rt","count","sentence","sent_ident","left_variant","right_variant","left_ident","right_ident"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",4.7688,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","right",15.4411,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",59.2403,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",3.8926,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","right",17.6463,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",4.7111,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","right",4.3569,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","right",9.4855,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","right",4.2505,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",6.7033,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",5.4018,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",5.4184,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","right",3.7527,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",4.4984,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"5d5fc0d","2023-06-22_15h14.04.798","idiolect_t1","left",6.5036,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",5.1739,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",5.4057,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",4.1323,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",5.9231,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",3.8852,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",7.0004,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",4.3658,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",3.2893,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",3.8698,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",6.6608,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",4.8343,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",3.5337,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",7.2202,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",6.2202,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",5.1699,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",4.6177,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",2.8385,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",2.9015,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",3.7858,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",5.036,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",6.9707,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",6.0214,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",4.3713,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",4.2222,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",7.3161,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",2.7361,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",2.9564,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",3.4198,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",3.1513,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",5.4258,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",4.6349,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",3.4372,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",3.4669,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","right",4.1133,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",3.8343,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",3.3971,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",5.9685,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",4.1366,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",4.729,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"5d5fc0d","2023-07-21_17h12.45.031","idiolect_t2","left",8.0673,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",5.8395,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",8.4303,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.5073,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.5469,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",8.1449,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",6.6866,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.7244,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",6.1411,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",9.5224,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",3.9012,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",7.526,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",6.6267,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.4173,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",3.9762,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.8509,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.2782,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",3.6371,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",6.2643,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.3971,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.6228,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.7706,21,"Grammatical information is expressed in many different ways across the _____ .","SG2","languages of the world","world’s languages","of","apost"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.6953,22,"Controversially, the company has continued to spray _____ , despite the ongoing protests.","SS1","pesticides on the fields","the fields with pesticides","on","with"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",4.2875,23,"However, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","Henry the advantage","the advantage to Henry","ditran","prep"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",3.8705,24,"The villagers reverted to hunting, _____ trying to produce the required food solely from farming and agriculture.","LI1","instead of","rather than","instead","rather"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",3.9444,25,"The regime _____ last year, to public outcry.","SP3","brought back conscription","brought conscription back","cont","discont"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.1729,26,"The minister pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","without any","with no","without","withno"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.6709,27,"It was suggested that the suspect handed _____ just minutes before the incident.","SD1","the letter to Smith","Smith the letter","prep","ditran"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",3.9803,28,"The experimental results were then _____ the theoretical values.","LPCC","compared with","compared to","compwith","compto"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",4.4217,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small refund.","SP2","throw their bottles away","throw away their bottles","discont","cont"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",7.1757,30,"Preparation and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps to","helps","helpto","help"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.4559,31,"Indeed, similar themes can be found throughout _____ .","SG6","Shakespeare’s works","the works of Shakespeare","apost","of"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.3341,32,"The crisis has already affected around _____ the population.","LPOH","half of","half","addprep","noprep"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",6.6296,33,"In this kind of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","attitude of the researcher","researcher’s attitude","of","apost"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",3.5516,34,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","that","which","that","which"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",3.7716,35,"His failure handed _____ , and he seized it almost immediately.","SD4","Thompson an opportunity","an opportunity to Thompson","ditran","prep"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",5.4781,36,"The relevant parties would then consider whether to _____ persuade member states to ratify the amendment.","LIT2","try and","try to","tryand","tryto"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",5.0952,37,"The award-winning filmmaker once said that the best advice he had ever received was simply to _____ and write.","SP1","pick up the pen","pick the pen up","cont","discont"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.3063,38,"A number of patients described experiencing a loss of consciousness _____ warning.","LNW2","with no","without any","withno","without"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","right",4.7921,39,"The possibility of offering a patient any experimental treatment is dependent on _____ .","SG3","that patient’s general health","the general health of that patient","apost","of"
"5d65166","2023-06-21_09h47.57.493","idiolect_t1","left",4.2955,40,"The study concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","unaffected","not affected","un","not"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",6.1148,1,"His long absence undid much of the progress _____ had brought the town into competition with its neighbours.","LR2","that","which","that","which"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",3.2479,2,"Indeed, similar imagery can be found throughout _____ .","SG6","the works of Shakespeare","Shakespeare’s works","of","apost"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.9699,3,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","a choice to Amy","Amy a choice","prep","ditran"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",6.3687,4,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new system.","LPOE","except","except for","noprep","addprep"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.1307,5,"Nevertheless, the company has continued to spray _____ , despite the ongoing protests.","SS1","the fields with pesticides","pesticides on the fields","with","on"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",6.0333,6,"The villagers reverted to hunting, _____ trying to produce the required food purely from farming and agriculture.","LI1","rather than","instead of","rather","instead"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.2603,7,"It was argued that the suspect handed _____ just minutes before the incident.","SD1","Smith the letter","the letter to Smith","ditran","prep"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",4.3222,8,"The report concluded that this kind of prejudice was _____ by evidence-based arguments.","LNU1","not affected","unaffected","not","un"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",5.2458,9,"There was a clear change in the test results before and after the participant _____ .","SP4","took off the glasses","took the glasses off","cont","discont"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",8.0439,10,"The present paper suggests that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help to","help","helpto","help"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",4.1501,11,"On the contrary, the historian gave _____ for her breakthrough.","SD3","Sullivan the credit","the credit to Sullivan","ditran","prep"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.9992,12,"Indeed, _____ makes no such assurances regarding delivery times.","SN1","Ikea's website","the Ikea website","gen","mod"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",4.8885,13,"The relevant parties would then discuss whether to _____ persuade member states to ratify the amendment.","LIT2","try to","try and","tryto","tryand"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",4.3753,14,"The woman accidentally _____ , spilling water over herself.","SP5","knocked over the glass","knocked the glass over","cont","discont"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",4.2632,15,"The new education policy has stalled in the Senate, but _____ are still hopeful of movement in the coming weeks.","SG4","the bill's proponents","proponents of the bill","apost","of"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.8074,16,"The executives pushed ahead with the plan, _____ regard for the emotional wellbeing of those involved.","LNW1","with no","without any","withno","without"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.3135,17,"His failure handed _____ , and he seized it without hesitation.","SD4","an opportunity to Thompson","Thompson an opportunity","prep","ditran"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.6069,18,"This is just one of several factors _____ may affect the efficacy of the treatment.","LR1","which","that","which","that"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",2.6506,19,"The medication _____ so that the body can easily absorb them.","SP6","breaks harmful molecules down","breaks down harmful molecules","discont","cont"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",4.8428,20,"As multiple papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","unsuitable","not suitable","un","not"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",6.1789,21,"Forethought and attention to detail in the design of the coding _____ reduce noise in the output.","LIH2","helps","helps to","help","helpto"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",7.1579,22,"The next step is to spray _____ and observe their development over the following 48 hours.","SS2","water on the specimens","the specimens with water","on","with"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",2.8756,23,"The situation has already affected around _____ the population.","LPOH","half","half of","noprep","addprep"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",4.3646,24,"Grammatical information is expressed in many different ways across the _____ .","SG2","world’s languages","languages of the world","apost","of"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",6.3028,25,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was insufficient.","LIT1","try and","try to","tryand","tryto"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.9882,26,"Observers have long questioned the _____ .","SG1","legal status of the company","company's legal status","of","apost"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.9139,27,"Nonetheless, this unforeseen event gave _____ as he pressed on with his agenda.","SD2","the advantage to Henry","Henry the advantage","prep","ditran"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.6426,28,"In 2014, new guidance was published regarding the recommended hours of physical activity _____ school.","LPOO","outside of","outside","addprep","noprep"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",4.3203,29,"The scheme encourages people not to _____ , but to return them to a bottle bank for a small reimbursement.","SP2","throw away their bottles","throw their bottles away","cont","discont"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",8.1897,30,"While her writings do sometimes tend _____ the subjective, significant insight can be gleaned from her work.","LT1","toward","towards","toward","towards"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.5536,31,"The regime _____ last year, to widespread protest.","SP3","brought conscription back","brought back conscription","discont","cont"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",2.367,32,"This year, _____ made the headlines for all the right reasons.","SN2","the England goalkeeper","England's goalkeeper","mod","gen"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.4122,33,"The experimental results were then _____ the theoretical data.","LPCC","compared to","compared with","compto","compwith"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",3.8105,34,"His interpretation displayed little understanding of the law _____ regulates contracts of this kind.","LR3","which","that","which","that"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",4.9378,35,"It was argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","Wilson the initiative","the initiative to Wilson","ditran","prep"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",4.2253,36,"A number of subjects described experiencing a loss of consciousness _____ warning.","LNW2","without any","with no","without","withno"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",5.2563,37,"The option of offering a patient any experimental treatment is dependent on _____ .","SG3","the general health of that patient","that patient’s general health","of","apost"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",6.7708,38,"At its height, the company employed _____ 200 workers.","LM1","over","more than","over","more"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","right",10.9484,39,"The award-winning author once said that the best advice he had ever received was simply to _____ and write.","SP1","pick the pen up","pick up the pen","discont","cont"
"5d65166","2023-07-21_13h43.12.576","idiolect_t2","left",6.1288,40,"In this type of study, the responses elicited could be influenced by the _____ towards the participant.","SG5","researcher’s attitude","attitude of the researcher","apost","of"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",5.4571,1,"The medication _____ so that the body can easily remove them.","SP6","breaks down harmful molecules","breaks harmful molecules down","cont","discont"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",11.5412,2,"Every area of the company experienced an increase in productivity _____ the R & D department, which is yet to implement the new policy.","LPOE","except for","except","addprep","noprep"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",5.1664,3,"Indeed, _____ makes no such assurances regarding a returns policy.","SN1","the Ikea website","Ikea's website","mod","gen"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",10.0847,4,"His interpretation showed little understanding of the law _____ regulates contracts of this kind.","LR3","that","which","that","which"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.6179,5,"The man accidentally _____ , spilling water over himself.","SP5","knocked the glass over","knocked over the glass","discont","cont"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",6.9077,6,"It could be argued that this division within the ranks gave _____ and therefore contributed to the overall change in strategy.","SD6","the initiative to Wilson","Wilson the initiative","prep","ditran"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",5.9834,7,"The present paper argues that psychological analysis can _____ explain the recent upturn in hate speech across the USA.","LIH1","help","help to","help","helpto"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",8.0511,8,"As several papers have noted, this methodology is _____ for studies taking place in certain territories.","LNU2","not suitable","unsuitable","not","un"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.0322,9,"There was a clear difference in the test results before and after the participant _____ .","SP4","took the glasses off","took off the glasses","discont","cont"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",2.9462,10,"Critics have long questioned the _____ .","SG1","company's legal status","legal status of the company","apost","of"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",5.624,11,"In 2013, new guidelines were released regarding the recommended hours of physical activity _____ school.","LPOO","outside","outside of","noprep","addprep"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",8.7064,12,"The next step is to spray _____ and observe their development over the following 24 hours.","SS2","the specimens with water","water on the specimens","with","on"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",7.8988,13,"The local population did everything they could to _____ protect themselves from the foreign invaders, but it was not enough.","LIT1","try to","try and","tryto","tryand"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.8369,14,"This time, _____ made the headlines for all the right reasons.","SN2","England's goalkeeper","the England goalkeeper","gen","mod"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",5.9362,15,"The ‘Green New Deal’ has stalled in the Senate, but _____ are still hopeful of movement in the coming days.","SG4","proponents of the bill","the bill's proponents","of","apost"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",5.3366,16,"While her writings do sometimes tend _____ the subjective, significant insight can be taken from her work.","LT1","towards","toward","towards","toward"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",3.5659,17,"The research assistant then gave _____ : keep the reward, or trade it for an unknown item.","SD5","Amy a choice","a choice to Amy","ditran","prep"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",7.661,18,"His long absence undid much of the progress _____ had brought the town into competition with its rivals.","LR2","which","that","which","that"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","right",4.42,19,"Conversely, the historian gave _____ for her breakthrough.","SD3","the credit to Sullivan","Sullivan the credit","prep","ditran"
"5d82722","2023-06-20_17h40.43.386","idiolect_t1","left",4.5888,20,"At its peak, the company employed _____ 200 workers.","LM1","more than","over","more","over"
